,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
3056,EMEA,11.664414033091782,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
3092,EMEA,12.357561213651728,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
3194,EMEA,11.683832118948885,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
3333,EMEA,11.083841105513356,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
3359,EMEA,9.771475005880875,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
3360,EMEA,11.61586893692995,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16153,EMEA,13.224277159896033,1,Person_Name_13,2016,Q2,0,1,0,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16333,EMEA,13.382645475667495,1,Person_Name_13,2016,Q2,0,1,0,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16338,EMEA,12.934620753140535,1,Person_Name_13,2016,Q2,1,1,0,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16349,APAC,15.565336303819384,10,Person_Name_13,2016,Q2,1,1,0,13.802682876290445,13.617031722066702,13.138057574450846,17.322847889319313
16687,EMEA,15.555033129856776,10,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16688,EMEA,15.555033129856776,10,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16939,EMEA,13.060464569157038,1,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
16943,EMEA,11.597519798261752,0,Person_Name_13,2016,Q2,1,1,1,13.912927174883757,13.617031722066702,13.138057574450846,17.322847889319313
80,EMEA,16.268799597619456,20,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
287,Americas,16.0692414847408,15,Person_Name_13,2016,Q3,1,1,0,14.621713828227241,13.954329391155468,13.617031722066702,17.32335348770864
444,EMEA,12.234958891559396,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2189,EMEA,15.089094206792499,6,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2223,EMEA,16.442548406439187,25,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2533,EMEA,12.396027494479524,0,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2611,EMEA,11.883890739019217,0,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2697,EMEA,14.465990292204816,3,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2699,EMEA,14.072065480835517,2,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2700,EMEA,14.072065480835517,2,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2773,EMEA,12.209925214845663,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3204,EMEA,11.624408698478083,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3334,EMEA,11.804897074190377,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3335,EMEA,11.674170208037149,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3349,EMEA,12.174485224532289,0,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3438,EMEA,15.445032234642447,10,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3454,EMEA,11.585187985324803,0,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3468,EMEA,10.757879476162993,0,Person_Name_13,2016,Q3,0,0,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3469,EMEA,9.659080463565669,0,Person_Name_13,2016,Q3,0,0,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3470,EMEA,11.04275702214348,0,Person_Name_13,2016,Q3,0,0,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3485,EMEA,11.093230845863195,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3486,EMEA,11.663659600766298,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3487,EMEA,12.050076513903768,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3573,EMEA,11.624408698478083,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3584,EMEA,11.776988286073301,0,Person_Name_13,2016,Q3,0,0,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3664,EMEA,9.733375159648604,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3665,EMEA,9.569468304875981,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3666,EMEA,11.314253770174243,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3681,EMEA,11.66214902646093,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3781,EMEA,10.455232446090982,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3782,EMEA,11.333301965144939,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3783,EMEA,11.624408698478083,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3784,EMEA,11.318668159685242,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3898,EMEA,11.479827469666976,0,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3937,EMEA,10.119231796368393,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3952,EMEA,10.966529656755597,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
3953,EMEA,10.994228946823668,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4033,EMEA,13.775062868383184,2,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4046,EMEA,11.66214902646093,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4051,EMEA,11.380645859961138,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4075,EMEA,11.122612481431487,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4076,EMEA,10.525796409809974,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4206,EMEA,11.603789411275349,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4255,EMEA,10.348485824979619,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4256,EMEA,11.26188578465693,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4260,EMEA,13.02975125456867,1,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
4379,EMEA,11.438816492816006,0,Person_Name_13,2016,Q3,1,1,1,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
16295,EMEA,14.293532020804484,3,Person_Name_13,2016,Q3,1,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
16938,EMEA,14.240841526663468,3,Person_Name_13,2016,Q3,0,1,0,13.895475038093599,13.954329391155468,13.617031722066702,17.32335348770864
2034,EMEA,15.547283131672746,12,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2035,EMEA,14.8541359511128,6,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2188,EMEA,15.213736651999776,7,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2222,EMEA,16.442548406439187,25,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2384,EMEA,12.764087152098623,1,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2779,EMEA,14.922510571113264,5,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2825,EMEA,12.964396073524542,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2826,EMEA,15.077279504083453,7,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2834,EMEA,13.205462210366022,1,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
2941,APAC,17.054149009328633,50,Person_Name_13,2016,Q4,1,1,0,14.012658972914792,14.656776325497907,13.954329391155468,17.34825189797359
3000,EMEA,12.200263303933927,0,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3210,EMEA,11.664414033091782,0,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3312,EMEA,12.304811486207862,0,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3434,EMEA,12.632927943619155,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3480,EMEA,12.796229624018173,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3481,EMEA,12.394992852019529,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3482,EMEA,12.394992852019529,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3483,EMEA,15.78026563847651,14,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3484,EMEA,15.78037511753875,14,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3684,EMEA,17.33280635711009,60,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3685,APAC,15.966972716214734,20,Person_Name_13,2016,Q4,1,1,0,14.012658972914792,14.656776325497907,13.954329391155468,17.34825189797359
3742,EMEA,16.01797562989083,20,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3808,EMEA,15.381709432180013,9,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
3858,EMEA,13.086767935008904,1,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4030,EMEA,14.797500276437917,5,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4031,EMEA,13.128919166184483,1,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4032,EMEA,14.278619378802496,3,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4047,EMEA,13.003534570119362,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4052,EMEA,13.105013739069216,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4093,EMEA,15.9143647979867,17,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4121,EMEA,11.550300726324362,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4235,EMEA,12.33055320263428,0,Person_Name_13,2016,Q4,0,0,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4263,EMEA,13.134589878192376,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4271,EMEA,13.163832810291126,1,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4284,EMEA,13.338750978594295,1,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4448,EMEA,15.356347642052468,10,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4489,EMEA,8.149103344662207,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4490,EMEA,10.733101024688171,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4491,EMEA,13.118493900625909,1,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4494,EMEA,11.59088600643944,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4495,EMEA,12.36477495097542,0,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4510,EMEA,11.477330022574805,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4511,EMEA,11.579457310615817,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4512,EMEA,11.45828182760411,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4547,EMEA,10.940740261872682,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4609,EMEA,12.254585985673085,0,Person_Name_13,2016,Q4,0,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4624,EMEA,11.535826229256413,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4636,EMEA,11.516778034285718,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4637,EMEA,11.49378851606102,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4684,EMEA,10.470736632626947,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4685,EMEA,9.535397705782097,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4686,EMEA,11.017540025692115,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4788,EMEA,10.807993609095547,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4791,EMEA,10.630835052636192,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4792,EMEA,10.995800039055709,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4810,EMEA,11.577155813627538,0,Person_Name_13,2016,Q4,0,0,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4836,EMEA,13.000347426840865,1,Person_Name_13,2016,Q4,0,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4886,EMEA,10.98296289229503,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4887,EMEA,10.645148073238984,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4888,EMEA,11.579457310615817,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4889,EMEA,10.13652598762179,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4942,EMEA,11.968588317570248,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
4980,EMEA,12.290505701505003,0,Person_Name_13,2016,Q4,0,0,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5001,EMEA,12.827831901251301,1,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5025,EMEA,11.313254269841162,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5040,EMEA,13.73710443076205,2,Person_Name_13,2016,Q4,1,1,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5062,EMEA,11.624408698478083,0,Person_Name_13,2016,Q4,0,0,0,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5063,EMEA,11.470258018650826,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5161,EMEA,10.1303088327073,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5162,EMEA,9.265311395220696,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5163,EMEA,9.758118513484009,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5164,EMEA,10.766061001904296,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5221,EMEA,11.17915128531768,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5222,EMEA,10.202966949592549,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5223,EMEA,11.579457310615817,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
5224,EMEA,10.784182963254528,0,Person_Name_13,2016,Q4,1,1,1,13.74364672796753,14.656776325497907,13.954329391155468,17.34825189797359
