,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio,Lag_1,Delta
3390,Americas,16.053416735965993,17,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3391,Americas,16.4588574243479,26,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3394,Americas,10.971846798033217,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3395,Americas,10.971846798033217,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3423,APAC,10.184900011974314,0,Other,2016,Q4,0,1,1,14.332190875887845,15.751467495113022,15.305665756522984
3424,APAC,15.201804919084164,0,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3425,APAC,16.118220643146472,20,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3426,APAC,14.508657738524219,0,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3427,APAC,15.425073462586525,10,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3429,APAC,13.964130543085213,2,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
3694,APAC,12.430215697177466,1,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
3695,APAC,12.213544660368875,0,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
3696,APAC,13.695882070508743,2,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
3796,Americas,16.5008970259076,28,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3797,Americas,16.095487767808667,19,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
3819,APAC,12.966177294215,1,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4035,Americas,16.737045025329586,48,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4048,Americas,12.71036175274246,1,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4065,APAC,11.882887740035738,0,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
4095,APAC,12.346595168156046,1,Other,2016,Q4,0,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4186,EMEA,11.430847353934622,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4334,Americas,12.765688433465597,1,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
4421,Americas,11.253377231762219,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4422,Americas,11.549643047905391,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4423,Americas,13.51729318359711,2,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4459,APAC,10.679826323982837,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4460,APAC,8.146129510025405,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4522,Americas,11.31836937050793,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4538,Americas,12.68772905415571,1,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4539,Americas,12.920990735635504,1,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4633,Middle East,12.27799322708846,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4640,Americas,9.182357477339702,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4666,Japan,9.304049270413534,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4673,Middle East,10.691944912900398,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4680,Americas,12.80606232760387,1,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4702,Japan,13.253391639810733,1,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4703,Japan,13.332202820235022,1,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4754,Middle East,10.31692083029347,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4765,Japan,10.555902734526061,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4778,Japan,10.090438377713745,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4781,Japan,11.343201346209113,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4806,Middle East,14.362468978326607,5,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
4841,Americas,11.140121139101613,0,Other,2016,Q4,0,0,0,14.332190875887845,15.751467495113022,15.305665756522984
4851,APAC,14.477563277762474,5,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4852,Japan,13.409326441431492,1,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4948,APAC,10.67712426400616,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4956,Americas,8.055157731819678,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
4957,Americas,8.85366542803745,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
4977,Japan,12.568680355756012,1,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
4978,Japan,9.817145042714063,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5029,Americas,9.019179866515024,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5032,Americas,9.326153468576107,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5048,Americas,12.066993492501307,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5066,Americas,11.96093907632435,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5070,APAC,11.337946882431533,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5081,APAC,11.13130187566753,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5086,Japan,11.04594982274118,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5112,Middle East,11.695380346209417,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
5121,Middle East,10.300113711977088,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5195,Americas,8.614392494793357,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5227,Middle East,13.769682303007782,3,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
5239,APAC,8.13739583005665,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5265,Americas,10.134599273499514,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5266,Americas,11.004584252497159,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5268,Americas,9.63000419948416,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5278,Americas,10.041508850433503,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5436,APAC,11.673292781407858,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5507,Americas,8.630271845468032,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5517,APAC,10.04107321548869,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5518,APAC,10.714417768752456,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5519,APAC,9.619319299384143,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5520,APAC,11.157250021364579,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5521,APAC,11.157250021364579,0,Other,2016,Q4,1,1,1,14.332190875887845,15.751467495113022,15.305665756522984
5522,APAC,11.157250021364579,0,Other,2016,Q4,1,1,0,14.332190875887845,15.751467495113022,15.305665756522984
5642,Americas,10.041508850433503,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5644,Americas,7.855486536690611,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
5674,Americas,9.842462850698354,0,Other,2016,Q4,0,0,1,14.332190875887845,15.751467495113022,15.305665756522984
16180,APAC,15.2624295409006,0,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
16181,APAC,14.886936627588067,5,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
16392,Americas,16.349577303488587,20,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
16416,Americas,15.672158487094189,10,Other,2016,Q4,0,1,0,14.332190875887845,15.751467495113022,15.305665756522984
662,Americas,10.957799582307658,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
667,Americas,8.655214489313613,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
804,Americas,9.282847062762931,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
823,Americas,11.049288724006695,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
824,Americas,12.817117398649447,1,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
940,Americas,11.090110718526951,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
999,Middle East,10.940963525995066,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1022,Americas,15.294480381065734,12,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1023,Americas,14.302152345941025,4,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1024,Americas,11.596957282477867,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1025,Americas,15.090034235461983,10,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1026,Americas,12.806622101750104,1,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1113,Middle East,11.364889386142824,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1121,Middle East,11.508821053385136,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1132,Americas,9.084777149000837,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
1176,Americas,11.27935271816548,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
1211,EMEA,10.786589582045425,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
1395,Middle East,12.226463335177908,1,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1396,Middle East,10.736994322931361,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1397,Middle East,10.174849676120813,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1520,Middle East,11.610052175700952,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1524,APAC,8.144388865547622,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
1574,Middle East,12.46563298266493,1,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1575,Middle East,11.359774285476053,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1576,Middle East,12.726650560738843,1,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
1787,Middle East,12.226463335177908,1,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
1788,Middle East,10.736994322931361,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
1789,Middle East,10.174849676120813,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
2319,Americas,15.582140201538254,15,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
2590,EMEA,13.53445316048413,2,Other,2017,Q1,0,1,1,13.501731118378842,14.332190875887845,15.984133451626327
3072,APAC,13.218673057541737,1,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
3076,APAC,11.924571432153474,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
3077,APAC,11.615707659613255,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
3241,Americas,14.310331791988531,4,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
3409,Americas,13.94510621573515,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
3430,APAC,12.467792471622623,1,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
3432,APAC,13.123362877737412,1,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4199,APAC,11.983928594549047,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4201,APAC,10.699913082549575,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4202,APAC,11.82977791472179,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4204,APAC,11.82977791472179,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4205,APAC,11.82977791472179,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4278,Americas,10.741462085462448,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
4338,Americas,14.820431975040549,7,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4377,Americas,13.829296148559873,3,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
4378,Americas,14.286426271134978,4,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
4400,APAC,10.893885256563506,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
4420,Americas,10.188666494769791,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
4526,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4527,Americas,13.985470017934155,3,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4528,Americas,13.679095812470221,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4529,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4530,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4531,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4532,Americas,13.857215682410477,3,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4533,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4534,Americas,13.306116159506546,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4535,Americas,13.679095812470221,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4536,Americas,13.434497326154752,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4537,Americas,13.679095812470221,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4557,Americas,9.605755144230846,0,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4764,APAC,15.702600206796657,15,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4777,Americas,13.490566812186994,2,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4842,Americas,11.03746698504153,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4843,Americas,11.03746698504153,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4844,Americas,11.03746698504153,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4845,Americas,11.03746698504153,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4947,APAC,12.29355224621931,1,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
4983,Americas,11.129331431680232,0,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
5031,Americas,12.136079273709639,1,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
5044,EMEA,14.666660987666967,5,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
5099,Americas,10.178084385439254,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5100,Americas,10.023046787593767,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5131,Americas,10.076600170244772,0,Other,2017,Q1,1,1,0,13.501731118378842,14.332190875887845,15.984133451626327
5194,Americas,12.563758278550583,1,Other,2017,Q1,0,0,0,13.501731118378842,14.332190875887845,15.984133451626327
5299,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5300,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5301,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5302,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5314,APAC,8.653118217014274,0,Other,2017,Q1,0,1,1,13.501731118378842,14.332190875887845,15.984133451626327
5315,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5316,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5317,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5318,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5319,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5320,APAC,11.451900763132453,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5368,Americas,14.23171776260434,4,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
5385,APAC,10.506162829931998,0,Other,2017,Q1,0,0,1,13.501731118378842,14.332190875887845,15.984133451626327
5431,Americas,12.81333508693295,1,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
5432,Americas,14.653407222410417,5,Other,2017,Q1,0,1,0,13.501731118378842,14.332190875887845,15.984133451626327
5516,APAC,10.62885988039081,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
5523,APAC,11.061939841560255,0,Other,2017,Q1,0,1,1,13.501731118378842,14.332190875887845,15.984133451626327
5524,APAC,11.31836937050793,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
5525,APAC,11.31836937050793,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
5526,APAC,11.31836937050793,0,Other,2017,Q1,1,1,1,13.501731118378842,14.332190875887845,15.984133451626327
